날짜,발전기명,일일발전량(kWh)
2022-05-17,아이엠아이 태양광 발전소 ,672.36
2022-05-18,아이엠아이 태양광 발전소 ,642.04
2022-05-19,아이엠아이 태양광 발전소 ,437.4
2022-05-20,아이엠아이 태양광 발전소 ,496.16
2022-05-21,아이엠아이 태양광 발전소 ,654.16
2022-05-22,아이엠아이 태양광 발전소 ,616.64
2022-05-23,아이엠아이 태양광 발전소 ,614.56
2022-05-24,아이엠아이 태양광 발전소 ,631.08
2022-05-25,아이엠아이 태양광 발전소 ,640.64
2022-05-26,아이엠아이 태양광 발전소 ,565.44
2022-05-27,아이엠아이 태양광 발전소 ,647.44
2022-05-28,아이엠아이 태양광 발전소 ,605.04
2022-05-29,아이엠아이 태양광 발전소 ,683.88
2022-05-30,아이엠아이 태양광 발전소 ,500.84
2022-05-31,아이엠아이 태양광 발전소 ,702.16
2022-06-01,아이엠아이 태양광 발전소 ,590.12
2022-06-02,아이엠아이 태양광 발전소 ,669.16
2022-06-03,아이엠아이 태양광 발전소 ,659.28
2022-06-04,아이엠아이 태양광 발전소 ,558.32
2022-06-05,아이엠아이 태양광 발전소 ,70.64
2022-06-06,아이엠아이 태양광 발전소 ,0
2022-06-07,아이엠아이 태양광 발전소 ,0
2022-06-08,아이엠아이 태양광 발전소 ,4.4
2022-06-09,아이엠아이 태양광 발전소 ,676.36
2022-06-10,아이엠아이 태양광 발전소 ,593.16
2022-06-11,아이엠아이 태양광 발전소 ,286.76
2022-06-12,아이엠아이 태양광 발전소 ,569.28
2022-06-13,아이엠아이 태양광 발전소 ,207.88
2022-06-14,아이엠아이 태양광 발전소 ,73.64
2022-06-15,아이엠아이 태양광 발전소 ,386.36
2022-06-16,아이엠아이 태양광 발전소 ,657.24
2022-06-17,아이엠아이 태양광 발전소 ,654.8
2022-06-18,아이엠아이 태양광 발전소 ,632.6
2022-06-19,아이엠아이 태양광 발전소 ,593.08
2022-06-20,아이엠아이 태양광 발전소 ,549.08
2022-06-21,아이엠아이 태양광 발전소 ,582.48
2022-06-22,아이엠아이 태양광 발전소 ,638.96
2022-06-23,아이엠아이 태양광 발전소 ,432.36
2022-06-24,아이엠아이 태양광 발전소 ,266.88
2022-06-25,아이엠아이 태양광 발전소 ,514.24
2022-06-26,아이엠아이 태양광 발전소 ,432.96
2022-06-27,아이엠아이 태양광 발전소 ,116.08
2022-06-28,아이엠아이 태양광 발전소 ,391.28
2022-06-29,아이엠아이 태양광 발전소 ,445.64
2022-06-30,아이엠아이 태양광 발전소 ,513.8
2021-09-17,에프엠테크 태양광 발전소,55.68
2021-09-18,에프엠테크 태양광 발전소,811.28
2021-09-19,에프엠테크 태양광 발전소,958.64
2021-09-20,에프엠테크 태양광 발전소,270.88
2021-09-21,에프엠테크 태양광 발전소,277.2
2021-09-22,에프엠테크 태양광 발전소,849.52
2021-09-23,에프엠테크 태양광 발전소,962.8
2021-09-24,에프엠테크 태양광 발전소,635.68
2021-09-25,에프엠테크 태양광 발전소,497.44
2021-09-26,에프엠테크 태양광 발전소,665.28
2021-09-27,에프엠테크 태양광 발전소,498.72
2021-09-28,에프엠테크 태양광 발전소,464.96
2021-09-29,에프엠테크 태양광 발전소,363.04
2021-09-30,에프엠테크 태양광 발전소,477.28
2021-10-01,에프엠테크 태양광 발전소,878.56
2021-10-02,에프엠테크 태양광 발전소,852.32
2021-10-03,에프엠테크 태양광 발전소,851.76
2021-10-04,에프엠테크 태양광 발전소,733.68
2021-10-05,에프엠테크 태양광 발전소,851.92
2021-10-06,에프엠테크 태양광 발전소,774.24
2021-10-07,에프엠테크 태양광 발전소,829.76
2021-10-08,에프엠테크 태양광 발전소,164.16
2021-10-09,에프엠테크 태양광 발전소,275.36
2021-10-10,에프엠테크 태양광 발전소,788.56
2021-10-11,에프엠테크 태양광 발전소,105.36
2021-10-12,에프엠테크 태양광 발전소,136
2021-10-13,에프엠테크 태양광 발전소,264.08
2021-10-14,에프엠테크 태양광 발전소,692.08
2021-10-15,에프엠테크 태양광 발전소,521.36
2021-10-16,에프엠테크 태양광 발전소,172.16
2021-10-17,에프엠테크 태양광 발전소,868.64
2021-10-18,에프엠테크 태양광 발전소,828
2021-10-19,에프엠테크 태양광 발전소,772.72
2021-10-20,에프엠테크 태양광 발전소,793.68
2021-10-21,에프엠테크 태양광 발전소,174.4
2021-10-22,에프엠테크 태양광 발전소,773.84
2021-10-23,에프엠테크 태양광 발전소,735.12
2021-10-24,에프엠테크 태양광 발전소,680.32
2021-10-25,에프엠테크 태양광 발전소,658.16
2021-10-26,에프엠테크 태양광 발전소,738.4
2021-10-27,에프엠테크 태양광 발전소,692.48
2021-10-28,에프엠테크 태양광 발전소,698.08
2021-10-29,에프엠테크 태양광 발전소,380.24
2021-10-30,에프엠테크 태양광 발전소,425.04
2021-10-31,에프엠테크 태양광 발전소,687.12
2021-11-01,에프엠테크 태양광 발전소,594.96
2021-11-02,에프엠테크 태양광 발전소,664
2021-11-03,에프엠테크 태양광 발전소,697.52
2021-11-04,에프엠테크 태양광 발전소,653.92
2021-11-05,에프엠테크 태양광 발전소,484.48
2021-11-06,에프엠테크 태양광 발전소,519.68
2021-11-07,에프엠테크 태양광 발전소,465.36
2021-11-08,에프엠테크 태양광 발전소,117.44
2021-11-09,에프엠테크 태양광 발전소,591.12
2021-11-10,에프엠테크 태양광 발전소,503.12
2021-11-11,에프엠테크 태양광 발전소,587.28
2021-11-12,에프엠테크 태양광 발전소,599.52
2021-11-13,에프엠테크 태양광 발전소,654.24
2021-11-14,에프엠테크 태양광 발전소,600.64
2021-11-15,에프엠테크 태양광 발전소,609.04
2021-11-16,에프엠테크 태양광 발전소,588.72
2021-11-17,에프엠테크 태양광 발전소,594.48
2021-11-18,에프엠테크 태양광 발전소,565.92
2021-11-19,에프엠테크 태양광 발전소,591.68
2021-11-20,에프엠테크 태양광 발전소,492.4
2021-11-21,에프엠테크 태양광 발전소,353.84
2021-11-22,에프엠테크 태양광 발전소,312.88
2021-11-23,에프엠테크 태양광 발전소,631.52
2021-11-24,에프엠테크 태양광 발전소,555.04
2021-11-25,에프엠테크 태양광 발전소,459.44
2021-11-26,에프엠테크 태양광 발전소,595.92
2021-11-27,에프엠테크 태양광 발전소,581.36
2021-11-28,에프엠테크 태양광 발전소,556.4
2021-11-29,에프엠테크 태양광 발전소,556.72
2021-11-30,에프엠테크 태양광 발전소,40.88
2021-12-01,에프엠테크 태양광 발전소,601.68
2021-12-02,에프엠테크 태양광 발전소,596
2021-12-03,에프엠테크 태양광 발전소,423.76
2021-12-04,에프엠테크 태양광 발전소,568
2021-12-05,에프엠테크 태양광 발전소,526.32
2021-12-06,에프엠테크 태양광 발전소,387.76
2021-12-07,에프엠테크 태양광 발전소,501.2
2021-12-08,에프엠테크 태양광 발전소,370
2021-12-09,에프엠테크 태양광 발전소,288.96
2021-12-10,에프엠테크 태양광 발전소,424.96
2021-12-11,에프엠테크 태양광 발전소,444.48
2021-12-12,에프엠테크 태양광 발전소,339.84
2021-12-13,에프엠테크 태양광 발전소,576.88
2021-12-14,에프엠테크 태양광 발전소,539.6
2021-12-15,에프엠테크 태양광 발전소,514
2021-12-16,에프엠테크 태양광 발전소,121.84
2021-12-17,에프엠테크 태양광 발전소,533.12
2021-12-18,에프엠테크 태양광 발전소,573.28
2021-12-19,에프엠테크 태양광 발전소,554.64
2021-12-20,에프엠테크 태양광 발전소,503.92
2021-12-21,에프엠테크 태양광 발전소,483.92
2021-12-22,에프엠테크 태양광 발전소,511.28
2021-12-23,에프엠테크 태양광 발전소,486.48
2021-12-24,에프엠테크 태양광 발전소,325.84
2021-12-25,에프엠테크 태양광 발전소,582.96
2021-12-26,에프엠테크 태양광 발전소,592.48
2021-12-27,에프엠테크 태양광 발전소,567.76
2021-12-28,에프엠테크 태양광 발전소,509.04
2021-12-29,에프엠테크 태양광 발전소,449.28
2021-12-30,에프엠테크 태양광 발전소,558.08
2021-12-31,에프엠테크 태양광 발전소,574.96
2022-01-01,에프엠테크 태양광 발전소,559.52
2022-01-02,에프엠테크 태양광 발전소,532.96
2022-01-03,에프엠테크 태양광 발전소,558.72
2022-01-04,에프엠테크 태양광 발전소,538.56
2022-01-05,에프엠테크 태양광 발전소,243.68
2022-01-06,에프엠테크 태양광 발전소,571.2
2022-01-07,에프엠테크 태양광 발전소,556.88
2022-01-08,에프엠테크 태양광 발전소,570.64
2022-01-09,에프엠테크 태양광 발전소,456.96
2022-01-10,에프엠테크 태양광 발전소,425.04
2022-01-11,에프엠테크 태양광 발전소,559.2
2022-01-12,에프엠테크 태양광 발전소,0
2022-01-14,에프엠테크 태양광 발전소,626.64
2022-01-15,에프엠테크 태양광 발전소,0
2022-01-17,에프엠테크 태양광 발전소,0
2022-01-18,에프엠테크 태양광 발전소,635.84
2022-01-19,에프엠테크 태양광 발전소,561.36
2022-01-20,에프엠테크 태양광 발전소,620
2022-01-21,에프엠테크 태양광 발전소,617.76
2022-01-22,에프엠테크 태양광 발전소,540
2022-01-23,에프엠테크 태양광 발전소,329.28
2022-01-24,에프엠테크 태양광 발전소,121.92
2022-01-25,에프엠테크 태양광 발전소,245.76
2022-01-26,에프엠테크 태양광 발전소,594.8
2022-01-27,에프엠테크 태양광 발전소,621.12
2022-01-28,에프엠테크 태양광 발전소,620.32
2022-01-29,에프엠테크 태양광 발전소,578.64
2022-01-30,에프엠테크 태양광 발전소,537.84
2022-01-31,에프엠테크 태양광 발전소,687.6
2022-02-01,에프엠테크 태양광 발전소,595.44
2022-02-02,에프엠테크 태양광 발전소,457.52
2022-02-03,에프엠테크 태양광 발전소,717.6
2022-02-04,에프엠테크 태양광 발전소,693.2
2022-02-05,에프엠테크 태양광 발전소,732.88
2022-02-06,에프엠테크 태양광 발전소,713.92
2022-02-07,에프엠테크 태양광 발전소,624.64
2022-02-08,에프엠테크 태양광 발전소,698.64
2022-02-09,에프엠테크 태양광 발전소,575.92
2022-02-10,에프엠테크 태양광 발전소,633.84
2022-02-11,에프엠테크 태양광 발전소,700.8
2022-02-12,에프엠테크 태양광 발전소,685.84
2022-02-13,에프엠테크 태양광 발전소,338.56
2022-02-14,에프엠테크 태양광 발전소,451.44
2022-02-15,에프엠테크 태양광 발전소,719.36
2022-02-16,에프엠테크 태양광 발전소,823.36
2022-02-17,에프엠테크 태양광 발전소,823.6
2022-02-18,에프엠테크 태양광 발전소,538.16
2022-02-19,에프엠테크 태양광 발전소,531.52
2022-02-20,에프엠테크 태양광 발전소,871.92
2022-02-21,에프엠테크 태양광 발전소,844.24
2022-02-22,에프엠테크 태양광 발전소,850.08
2022-02-23,에프엠테크 태양광 발전소,766.8
2022-02-24,에프엠테크 태양광 발전소,889.12
2022-02-25,에프엠테크 태양광 발전소,837.76
2022-02-26,에프엠테크 태양광 발전소,810.24
2022-02-27,에프엠테크 태양광 발전소,877.92
2022-02-28,에프엠테크 태양광 발전소,712.88
2022-03-01,에프엠테크 태양광 발전소,478.96
2022-03-02,에프엠테크 태양광 발전소,870.8
2022-03-03,에프엠테크 태양광 발전소,888.96
2022-03-04,에프엠테크 태양광 발전소,676.72
2022-03-05,에프엠테크 태양광 발전소,916.16
2022-03-06,에프엠테크 태양광 발전소,942.8
2022-03-07,에프엠테크 태양광 발전소,732.16
2022-03-08,에프엠테크 태양광 발전소,820.96
2022-03-09,에프엠테크 태양광 발전소,831.36
2022-03-10,에프엠테크 태양광 발전소,742.32
2022-03-11,에프엠테크 태양광 발전소,689.28
2022-03-12,에프엠테크 태양광 발전소,574.96
2022-03-13,에프엠테크 태양광 발전소,184.32
2022-03-14,에프엠테크 태양광 발전소,165.04
2022-03-15,에프엠테크 태양광 발전소,934
2022-03-16,에프엠테크 태양광 발전소,923.28
2022-03-17,에프엠테크 태양광 발전소,144.88
2022-03-18,에프엠테크 태양광 발전소,138.32
2022-03-19,에프엠테크 태양광 발전소,418.72
2022-03-20,에프엠테크 태양광 발전소,482.4
2022-03-21,에프엠테크 태양광 발전소,820.24
2022-03-22,에프엠테크 태양광 발전소,874
2022-03-23,에프엠테크 태양광 발전소,465.68
2022-03-24,에프엠테크 태양광 발전소,934.48
2022-03-25,에프엠테크 태양광 발전소,768.96
2022-03-26,에프엠테크 태양광 발전소,812.64
2022-03-27,에프엠테크 태양광 발전소,1047.76
2022-03-28,에프엠테크 태양광 발전소,809.52
2022-03-29,에프엠테크 태양광 발전소,1063.2
2022-03-30,에프엠테크 태양광 발전소,855.84
2022-03-31,에프엠테크 태양광 발전소,134.72
2022-04-01,에프엠테크 태양광 발전소,1092.48
2022-04-02,에프엠테크 태양광 발전소,1013.68
2022-04-03,에프엠테크 태양광 발전소,1102.88
2022-04-04,에프엠테크 태양광 발전소,1100.88
2022-04-05,에프엠테크 태양광 발전소,948.24
2022-04-06,에프엠테크 태양광 발전소,1030.08
2022-04-07,에프엠테크 태양광 발전소,806.08
2022-04-08,에프엠테크 태양광 발전소,1057.52
2022-04-09,에프엠테크 태양광 발전소,1045.28
2022-04-10,에프엠테크 태양광 발전소,1010.72
2022-04-11,에프엠테크 태양광 발전소,976.16
2022-04-12,에프엠테크 태양광 발전소,1068.08
2022-04-13,에프엠테크 태양광 발전소,157.68
2022-04-14,에프엠테크 태양광 발전소,162.72
2022-04-15,에프엠테크 태양광 발전소,859.84
2022-04-16,에프엠테크 태양광 발전소,1157.84
2022-04-17,에프엠테크 태양광 발전소,1188.96
2022-04-18,에프엠테크 태양광 발전소,945.28
2022-04-19,에프엠테크 태양광 발전소,1097.28
2022-04-20,에프엠테크 태양광 발전소,1142.64
2022-04-21,에프엠테크 태양광 발전소,309.36
2022-04-22,에프엠테크 태양광 발전소,1135.28
2022-04-23,에프엠테크 태양광 발전소,801.28
2022-04-24,에프엠테크 태양광 발전소,1125.04
2022-04-25,에프엠테크 태양광 발전소,995.28
2022-04-26,에프엠테크 태양광 발전소,213.36
2022-04-27,에프엠테크 태양광 발전소,1099.52
2022-04-28,에프엠테크 태양광 발전소,1110.32
2022-04-29,에프엠테크 태양광 발전소,425.04
2022-04-30,에프엠테크 태양광 발전소,696.08
2022-05-01,에프엠테크 태양광 발전소,1259.92
2022-05-02,에프엠테크 태양광 발전소,1030.48
2022-05-03,에프엠테크 태양광 발전소,1260.4
2022-05-04,에프엠테크 태양광 발전소,1231.84
2022-05-05,에프엠테크 태양광 발전소,1262.16
2022-05-06,에프엠테크 태양광 발전소,1235.52
2022-05-07,에프엠테크 태양광 발전소,971.36
2022-05-08,에프엠테크 태양광 발전소,1068.72
2022-05-09,에프엠테크 태양광 발전소,1103.44
2022-05-10,에프엠테크 태양광 발전소,964.32
2022-05-11,에프엠테크 태양광 발전소,978.72
2022-05-12,에프엠테크 태양광 발전소,539.12
2022-05-13,에프엠테크 태양광 발전소,475.2
2022-05-14,에프엠테크 태양광 발전소,1290.48
2022-05-15,에프엠테크 태양광 발전소,1154.72
2022-05-16,에프엠테크 태양광 발전소,1280.8
2022-05-17,에프엠테크 태양광 발전소,1183.52
2022-05-18,에프엠테크 태양광 발전소,1199.52
2022-05-19,에프엠테크 태양광 발전소,811.76
2022-05-20,에프엠테크 태양광 발전소,953.6
2022-05-21,에프엠테크 태양광 발전소,1202.4
2022-05-22,에프엠테크 태양광 발전소,1151.36
2022-05-23,에프엠테크 태양광 발전소,1155.6
2022-05-24,에프엠테크 태양광 발전소,1171.84
2022-05-25,에프엠테크 태양광 발전소,1180.72
2022-05-26,에프엠테크 태양광 발전소,1050.72
2022-05-27,에프엠테크 태양광 발전소,1193.12
2022-05-28,에프엠테크 태양광 발전소,1135.84
2022-05-29,에프엠테크 태양광 발전소,1281.52
2022-05-30,에프엠테크 태양광 발전소,896.56
2022-05-31,에프엠테크 태양광 발전소,1314.48
2022-06-01,에프엠테크 태양광 발전소,1118.88
2022-06-02,에프엠테크 태양광 발전소,1245.6
2022-06-03,에프엠테크 태양광 발전소,1232.96
2022-06-04,에프엠테크 태양광 발전소,1028.48
2022-06-05,에프엠테크 태양광 발전소,151.76
2022-06-06,에프엠테크 태양광 발전소,602.8
2022-06-07,에프엠테크 태양광 발전소,473.52
2022-06-08,에프엠테크 태양광 발전소,637.68
2022-06-09,에프엠테크 태양광 발전소,1268.8
2022-06-10,에프엠테크 태양광 발전소,1057.68
2022-06-11,에프엠테크 태양광 발전소,673.2
2022-06-12,에프엠테크 태양광 발전소,1058.96
2022-06-13,에프엠테크 태양광 발전소,460.88
2022-06-14,에프엠테크 태양광 발전소,146.64
2022-06-15,에프엠테크 태양광 발전소,710.8
2022-06-16,에프엠테크 태양광 발전소,1159.6
2022-06-17,에프엠테크 태양광 발전소,1214.8
2022-06-18,에프엠테크 태양광 발전소,1149.84
2022-06-19,에프엠테크 태양광 발전소,1027.12
2022-06-20,에프엠테크 태양광 발전소,983.92
2022-06-21,에프엠테크 태양광 발전소,495.28
2022-06-22,에프엠테크 태양광 발전소,1171.6
2022-06-23,에프엠테크 태양광 발전소,704.8
2022-06-24,에프엠테크 태양광 발전소,522.8
2022-06-25,에프엠테크 태양광 발전소,945.68
2022-06-26,에프엠테크 태양광 발전소,909.2
2022-06-27,에프엠테크 태양광 발전소,283.36
2022-06-28,에프엠테크 태양광 발전소,739.52
2022-06-29,에프엠테크 태양광 발전소,734.48
2022-06-30,에프엠테크 태양광 발전소,1131.92
2021-06-01,오케이텍 태양광 발전설비,709.95
2021-06-02,오케이텍 태양광 발전설비,547.16
2021-06-03,오케이텍 태양광 발전설비,93.655
2021-06-04,오케이텍 태양광 발전설비,639.9
2021-06-05,오케이텍 태양광 발전설비,695.36
2021-06-06,오케이텍 태양광 발전설비,717.28
2021-06-07,오케이텍 태양광 발전설비,689.63
2021-06-08,오케이텍 태양광 발전설비,683.34
2021-06-09,오케이텍 태양광 발전설비,698.255
2021-06-10,오케이텍 태양광 발전설비,538.055
2021-06-11,오케이텍 태양광 발전설비,128.085
2021-06-12,오케이텍 태양광 발전설비,202.795
2021-06-13,오케이텍 태양광 발전설비,492.535
2021-06-14,오케이텍 태양광 발전설비,473.17
2021-06-15,오케이텍 태양광 발전설비,127.36
2021-06-16,오케이텍 태양광 발전설비,128.125
2021-06-17,오케이텍 태양광 발전설비,91.72
2021-06-18,오케이텍 태양광 발전설비,386.15
2021-06-19,오케이텍 태양광 발전설비,747.815
2021-06-20,오케이텍 태양광 발전설비,734.45
2021-06-21,오케이텍 태양광 발전설비,732.125
2021-06-22,오케이텍 태양광 발전설비,362.79
2021-06-23,오케이텍 태양광 발전설비,125.68
2021-06-24,오케이텍 태양광 발전설비,482.17
2021-06-25,오케이텍 태양광 발전설비,674.34
2021-06-26,오케이텍 태양광 발전설비,370.04
2021-06-27,오케이텍 태양광 발전설비,692.17
2021-06-28,오케이텍 태양광 발전설비,583.9
2021-06-29,오케이텍 태양광 발전설비,602.615
2021-06-30,오케이텍 태양광 발전설비,525.675
2021-07-01,오케이텍 태양광 발전설비,569.265
2021-07-02,오케이텍 태양광 발전설비,214.985
2021-07-03,오케이텍 태양광 발전설비,149.78
2021-07-04,오케이텍 태양광 발전설비,529.915
2021-07-05,오케이텍 태양광 발전설비,173.1
2021-07-06,오케이텍 태양광 발전설비,68.185
2021-07-07,오케이텍 태양광 발전설비,65.41
2021-07-08,오케이텍 태양광 발전설비,230.6
2021-07-09,오케이텍 태양광 발전설비,139.105
2021-07-10,오케이텍 태양광 발전설비,594.41
2021-07-11,오케이텍 태양광 발전설비,643.755
2021-07-12,오케이텍 태양광 발전설비,509.4
2021-07-13,오케이텍 태양광 발전설비,654.11
2021-07-14,오케이텍 태양광 발전설비,640.185
2021-07-15,오케이텍 태양광 발전설비,615.91
2021-07-16,오케이텍 태양광 발전설비,575.89
2021-07-17,오케이텍 태양광 발전설비,363.475
2021-07-18,오케이텍 태양광 발전설비,551.43
2021-07-19,오케이텍 태양광 발전설비,390.42
2021-07-20,오케이텍 태양광 발전설비,680.24
2021-07-21,오케이텍 태양광 발전설비,527.635
2021-07-22,오케이텍 태양광 발전설비,481.565
2021-07-23,오케이텍 태양광 발전설비,432.11
2021-07-24,오케이텍 태양광 발전설비,564.625
2021-07-25,오케이텍 태양광 발전설비,524.66
2021-07-26,오케이텍 태양광 발전설비,707.365
2021-07-27,오케이텍 태양광 발전설비,615.21
2021-07-28,오케이텍 태양광 발전설비,538.825
2021-07-29,오케이텍 태양광 발전설비,574.665
2021-07-30,오케이텍 태양광 발전설비,587.57
2021-07-31,오케이텍 태양광 발전설비,515.1
2021-08-01,오케이텍 태양광 발전설비,391.595
2021-08-02,오케이텍 태양광 발전설비,524.995
2021-08-03,오케이텍 태양광 발전설비,401.685
2021-08-04,오케이텍 태양광 발전설비,662.72
2021-08-05,오케이텍 태양광 발전설비,663.33
2021-08-06,오케이텍 태양광 발전설비,666.48
2021-08-07,오케이텍 태양광 발전설비,582.265
2021-08-08,오케이텍 태양광 발전설비,159.245
2021-08-09,오케이텍 태양광 발전설비,454.9
2021-08-10,오케이텍 태양광 발전설비,196.64
2021-08-11,오케이텍 태양광 발전설비,389.155
2021-08-12,오케이텍 태양광 발전설비,395.865
2021-08-13,오케이텍 태양광 발전설비,248.33
2021-08-14,오케이텍 태양광 발전설비,173.29
2021-08-15,오케이텍 태양광 발전설비,332.985
2021-08-16,오케이텍 태양광 발전설비,493.16
2021-08-17,오케이텍 태양광 발전설비,73.83
2021-08-18,오케이텍 태양광 발전설비,229.92
2021-08-19,오케이텍 태양광 발전설비,329.53
2021-08-20,오케이텍 태양광 발전설비,479.76
2021-08-21,오케이텍 태양광 발전설비,39.575
2021-08-22,오케이텍 태양광 발전설비,505.47
2021-08-23,오케이텍 태양광 발전설비,150.5
2021-08-24,오케이텍 태양광 발전설비,127.345
2021-08-25,오케이텍 태양광 발전설비,163.13
2021-08-26,오케이텍 태양광 발전설비,584.18
2021-08-27,오케이텍 태양광 발전설비,438.085
2021-08-28,오케이텍 태양광 발전설비,547.89
2021-08-29,오케이텍 태양광 발전설비,277.31
2021-08-30,오케이텍 태양광 발전설비,451.485
2021-08-31,오케이텍 태양광 발전설비,203.175
2021-09-01,오케이텍 태양광 발전설비,174.55
2021-09-02,오케이텍 태양광 발전설비,127.11
2021-09-03,오케이텍 태양광 발전설비,156.285
2021-09-04,오케이텍 태양광 발전설비,274.685
2021-09-05,오케이텍 태양광 발전설비,339.765
2021-09-06,오케이텍 태양광 발전설비,308.905
2021-09-07,오케이텍 태양광 발전설비,258.45
2021-09-08,오케이텍 태양광 발전설비,307.535
2021-09-09,오케이텍 태양광 발전설비,464.17
2021-09-10,오케이텍 태양광 발전설비,235.545
2021-09-11,오케이텍 태양광 발전설비,559.68
2021-09-12,오케이텍 태양광 발전설비,457.885
2021-09-13,오케이텍 태양광 발전설비,300.615
2021-09-14,오케이텍 태양광 발전설비,66.445
2021-09-15,오케이텍 태양광 발전설비,464.855
2021-09-16,오케이텍 태양광 발전설비,285.95
2021-09-17,오케이텍 태양광 발전설비,28.9
2021-09-18,오케이텍 태양광 발전설비,454.26
2021-09-19,오케이텍 태양광 발전설비,499.9
2021-09-20,오케이텍 태양광 발전설비,233.915
2021-09-21,오케이텍 태양광 발전설비,139.425
2021-09-22,오케이텍 태양광 발전설비,511.8
2021-09-23,오케이텍 태양광 발전설비,575.68
2021-09-24,오케이텍 태양광 발전설비,342.76
2021-09-25,오케이텍 태양광 발전설비,321.56
2021-09-26,오케이텍 태양광 발전설비,338.49
2021-09-27,오케이텍 태양광 발전설비,283.495
2021-09-28,오케이텍 태양광 발전설비,199.67
2021-09-29,오케이텍 태양광 발전설비,277.955
2021-09-30,오케이텍 태양광 발전설비,226.55
2021-10-01,오케이텍 태양광 발전설비,547.335
2021-10-02,오케이텍 태양광 발전설비,521.57
2021-10-03,오케이텍 태양광 발전설비,517.91
2021-10-04,오케이텍 태양광 발전설비,441.275
2021-10-05,오케이텍 태양광 발전설비,531.125
2021-10-06,오케이텍 태양광 발전설비,404.715
2021-10-07,오케이텍 태양광 발전설비,473.37
2021-10-08,오케이텍 태양광 발전설비,68.485
2021-10-09,오케이텍 태양광 발전설비,295.74
2021-10-10,오케이텍 태양광 발전설비,475.91
2021-10-11,오케이텍 태양광 발전설비,42.525
2021-10-12,오케이텍 태양광 발전설비,68.12
2021-10-13,오케이텍 태양광 발전설비,111.815
2021-10-14,오케이텍 태양광 발전설비,189.305
2021-10-15,오케이텍 태양광 발전설비,256.095
2021-10-16,오케이텍 태양광 발전설비,93.78
2021-10-17,오케이텍 태양광 발전설비,552.62
2021-10-18,오케이텍 태양광 발전설비,525.15
2021-10-19,오케이텍 태양광 발전설비,478.455
2021-10-20,오케이텍 태양광 발전설비,453.015
2021-10-21,오케이텍 태양광 발전설비,84.23
2021-10-22,오케이텍 태양광 발전설비,471.715
2021-10-23,오케이텍 태양광 발전설비,361.005
2021-10-24,오케이텍 태양광 발전설비,360.975
2021-10-25,오케이텍 태양광 발전설비,444.23
2021-10-26,오케이텍 태양광 발전설비,476.235
2021-10-27,오케이텍 태양광 발전설비,433.095
2021-10-28,오케이텍 태양광 발전설비,388.335
2021-10-29,오케이텍 태양광 발전설비,198.805
2021-10-30,오케이텍 태양광 발전설비,232.34
2021-10-31,오케이텍 태양광 발전설비,441.825
2021-11-01,오케이텍 태양광 발전설비,376.12
2021-11-02,오케이텍 태양광 발전설비,427.625
2021-11-03,오케이텍 태양광 발전설비,413
2021-11-04,오케이텍 태양광 발전설비,416.62
2021-11-05,오케이텍 태양광 발전설비,333.935
2021-11-06,오케이텍 태양광 발전설비,318.27
2021-11-07,오케이텍 태양광 발전설비,343.085
2021-11-08,오케이텍 태양광 발전설비,75.7
2021-11-09,오케이텍 태양광 발전설비,355.205
2021-11-10,오케이텍 태양광 발전설비,345.255
2021-11-11,오케이텍 태양광 발전설비,358.34
2021-11-12,오케이텍 태양광 발전설비,385.615
2021-11-13,오케이텍 태양광 발전설비,424.87
2021-11-14,오케이텍 태양광 발전설비,395.63
2021-11-15,오케이텍 태양광 발전설비,397.525
2021-11-16,오케이텍 태양광 발전설비,373.385
2021-11-17,오케이텍 태양광 발전설비,384.185
2021-11-18,오케이텍 태양광 발전설비,366.595
2021-11-19,오케이텍 태양광 발전설비,382.66
2021-11-20,오케이텍 태양광 발전설비,219.705
2021-11-21,오케이텍 태양광 발전설비,168.555
2021-11-22,오케이텍 태양광 발전설비,185.44
2021-11-23,오케이텍 태양광 발전설비,348.99
2021-11-24,오케이텍 태양광 발전설비,371.145
2021-11-25,오케이텍 태양광 발전설비,336.565
2021-11-26,오케이텍 태양광 발전설비,393.755
2021-11-27,오케이텍 태양광 발전설비,379.815
2021-11-28,오케이텍 태양광 발전설비,360.86
2021-11-29,오케이텍 태양광 발전설비,366.18
2021-11-30,오케이텍 태양광 발전설비,22.095
2021-12-01,오케이텍 태양광 발전설비,403.27
2021-12-02,오케이텍 태양광 발전설비,394.18
2021-12-03,오케이텍 태양광 발전설비,224.07
2021-12-04,오케이텍 태양광 발전설비,378.945
2021-12-05,오케이텍 태양광 발전설비,265.405
2021-12-06,오케이텍 태양광 발전설비,203.83
2021-12-07,오케이텍 태양광 발전설비,275.005
2021-12-08,오케이텍 태양광 발전설비,188.52
2021-12-09,오케이텍 태양광 발전설비,237.185
2021-12-10,오케이텍 태양광 발전설비,247.42
2021-12-11,오케이텍 태양광 발전설비,295.68
2021-12-12,오케이텍 태양광 발전설비,198.91
2021-12-13,오케이텍 태양광 발전설비,383.695
2021-12-14,오케이텍 태양광 발전설비,365.27
2021-12-15,오케이텍 태양광 발전설비,312.635
2021-12-16,오케이텍 태양광 발전설비,70.44
2021-12-17,오케이텍 태양광 발전설비,351.005
2021-12-18,오케이텍 태양광 발전설비,382.235
2021-12-19,오케이텍 태양광 발전설비,353.465
2021-12-20,오케이텍 태양광 발전설비,327.065
