날짜,발전기명,일일발전량(kWh)
2022-06-02,당진제2회처리장수상태양광,21144
2022-06-03,당진제2회처리장수상태양광,19507.2
2022-06-04,당진제2회처리장수상태양광,15002.4
2022-06-05,당진제2회처리장수상태양광,6436.8
2022-06-06,당진제2회처리장수상태양광,15763.2
2022-06-07,당진제2회처리장수상태양광,13185.6
2022-06-08,당진제2회처리장수상태양광,20755.2
2022-06-09,당진제2회처리장수상태양광,17304
2022-06-10,당진제2회처리장수상태양광,13999.2
2022-06-11,당진제2회처리장수상태양광,21592.8
2022-06-12,당진제2회처리장수상태양광,17810.4
2022-06-13,당진제2회처리장수상태양광,19144.8
2022-06-14,당진제2회처리장수상태양광,14625.6
2022-06-15,당진제2회처리장수상태양광,8608.8
2022-06-16,당진제2회처리장수상태양광,21480
2022-06-17,당진제2회처리장수상태양광,6554.4
2022-06-18,당진제2회처리장수상태양광,9998.4
2022-06-19,당진제2회처리장수상태양광,6888
2022-06-20,당진제2회처리장수상태양광,19284
2022-06-21,당진제2회처리장수상태양광,16466.4
2022-06-22,당진제2회처리장수상태양광,14539.2
2022-06-23,당진제2회처리장수상태양광,3412.8
2022-06-24,당진제2회처리장수상태양광,10816.8
2022-06-25,당진제2회처리장수상태양광,15537.6
2022-06-26,당진제2회처리장수상태양광,9952.8
2022-06-27,당진제2회처리장수상태양광,4221.6
2022-06-28,당진제2회처리장수상태양광,4111.2
2022-06-29,당진제2회처리장수상태양광,4370.4
2022-06-30,당진제2회처리장수상태양광,1843.2
2021-06-01,당진태양광,4051.968
2021-06-02,당진태양광,4860.192
2021-06-03,당진태양광,639.84
2021-06-04,당진태양광,5751.456
2021-06-05,당진태양광,4496.16
2021-06-06,당진태양광,5102.304
2021-06-07,당진태양광,2963.616
2021-06-08,당진태양광,3456
2021-06-09,당진태양광,4921.632
2021-06-10,당진태양광,2511.84
2021-06-11,당진태양광,2832.384
2021-06-12,당진태양광,4980.96
2021-06-13,당진태양광,4997.376
2021-06-14,당진태양광,3790.656
2021-06-15,당진태양광,2069.76
2021-06-16,당진태양광,5034.24
2021-06-17,당진태양광,1249.92
2021-06-18,당진태양광,1049.952
2021-06-19,당진태양광,5017.056
2021-06-20,당진태양광,4740.768
2021-06-21,당진태양광,5478.144
2021-06-22,당진태양광,4208.64
2021-06-23,당진태양광,3748.704
2021-06-24,당진태양광,4698.816
2021-06-25,당진태양광,5135.808
2021-06-26,당진태양광,3113.472
2021-06-27,당진태양광,5024.928
2021-06-28,당진태양광,4842.624
2021-06-29,당진태양광,4728.288
2021-06-30,당진태양광,4412.928
2021-07-01,당진태양광,4454.304
2021-07-02,당진태양광,4422.336
2021-07-03,당진태양광,1340.448
2021-07-04,당진태양광,864.576
2021-07-05,당진태양광,2997.216
2021-07-06,당진태양광,2822.304
2021-07-07,당진태양광,2002.368
2021-07-08,당진태양광,2959.872
2021-07-09,당진태양광,4288.032
2021-07-10,당진태양광,3922.176
2021-07-11,당진태양광,1733.376
2021-07-12,당진태양광,3018.816
2021-07-13,당진태양광,2126.112
2021-07-14,당진태양광,4463.136
2021-07-15,당진태양광,5260.608
2021-07-16,당진태양광,5004.672
2021-07-17,당진태양광,4948.992
2021-07-18,당진태양광,4920.288
2021-07-19,당진태양광,3414.048
2021-07-20,당진태양광,4492.704
2021-07-21,당진태양광,5223.264
2021-07-22,당진태양광,4881.12
2021-07-23,당진태양광,5174.496
2021-07-24,당진태양광,4856.448
2021-07-25,당진태양광,4393.44
2021-07-26,당진태양광,5035.68
2021-07-27,당진태양광,4995.168
2021-07-28,당진태양광,4841.472
2021-07-29,당진태양광,4248.288
2021-07-30,당진태양광,3872.928
2021-07-31,당진태양광,4776.288
2021-08-01,당진태양광,905.952
2021-08-02,당진태양광,2260.032
2021-08-03,당진태양광,3899.328
2021-08-04,당진태양광,4075.104
2021-08-05,당진태양광,5051.808
2021-08-06,당진태양광,3504.096
2021-08-07,당진태양광,4021.92
2021-08-08,당진태양광,3837.792
2021-08-09,당진태양광,4721.184
2021-08-10,당진태양광,5157.792
2021-08-11,당진태양광,4707.072
2021-08-12,당진태양광,2695.488
2021-08-13,당진태양광,2126.688
2021-08-14,당진태양광,2915.808
2021-08-15,당진태양광,5029.344
2021-08-16,당진태양광,4527.072
2021-08-17,당진태양광,4821.6
2021-08-18,당진태양광,3901.92
2021-08-19,당진태양광,4556.352
2021-08-20,당진태양광,3069.216
2021-08-21,당진태양광,2238.432
2021-08-22,당진태양광,2414.496
2021-08-23,당진태양광,496.704
2021-08-24,당진태양광,1901.856
2021-08-25,당진태양광,2261.568
2021-08-26,당진태양광,1809.696
2021-08-27,당진태양광,552
2021-08-28,당진태양광,2527.008
2021-08-29,당진태양광,2727.648
2021-08-30,당진태양광,1656
2021-08-31,당진태양광,367.776
2021-09-01,당진태양광,687.264
2021-09-02,당진태양광,3583.008
2021-09-03,당진태양광,5123.136
2021-09-04,당진태양광,4569.696
2021-09-05,당진태양광,1770.048
2021-09-06,당진태양광,1341.504
2021-09-07,당진태양광,685.824
2021-09-08,당진태양광,5296.224
2021-09-09,당진태양광,4218.624
2021-09-10,당진태양광,4346.304
2021-09-11,당진태양광,5124.192
2021-09-12,당진태양광,5059.488
2021-09-13,당진태양광,4336.704
2021-09-14,당진태양광,3901.92
2021-09-15,당진태양광,5115.936
2021-09-16,당진태양광,4064.16
2021-09-17,당진태양광,4001.472
2021-09-18,당진태양광,5088.768
2021-09-19,당진태양광,3909.6
2021-09-20,당진태양광,4150.656
2021-09-21,당진태양광,3328.704
2021-09-22,당진태양광,4575.072
2021-09-23,당진태양광,4796.544
2021-09-24,당진태양광,4596.576
2021-09-25,당진태양광,1108.32
2021-09-26,당진태양광,3129.696
2021-09-27,당진태양광,2426.688
2021-09-28,당진태양광,1393.248
2021-09-29,당진태양광,652.8
2021-09-30,당진태양광,4769.568
2021-10-01,당진태양광,4639.008
2021-10-02,당진태양광,4360.8
2021-10-03,당진태양광,3999.552
2021-10-04,당진태양광,1235.52
2021-10-05,당진태양광,3962.976
2021-10-06,당진태양광,1977.216
2021-10-07,당진태양광,1311.264
2021-10-08,당진태양광,982.944
2021-10-09,당진태양광,3342.72
2021-10-10,당진태양광,913.248
2021-10-11,당진태양광,2872.32
2021-10-12,당진태양광,744
2021-10-13,당진태양광,4065.6
2021-10-14,당진태양광,4512
2021-10-15,당진태양광,1339.68
2021-10-16,당진태양광,1411.104
2021-10-17,당진태양광,5188.512
2021-10-18,당진태양광,3788.16
2021-10-19,당진태양광,3429.408
2021-10-20,당진태양광,4770.24
2021-10-21,당진태양광,3815.04
2021-10-22,당진태양광,4574.112
2021-10-23,당진태양광,4568.736
2021-10-24,당진태양광,4398.72
2021-10-25,당진태양광,4429.248
2021-10-26,당진태양광,3349.824
2021-10-27,당진태양광,4409.952
2021-10-28,당진태양광,4485.696
2021-10-29,당진태양광,3853.536
2021-10-30,당진태양광,2337.888
2021-10-31,당진태양광,2182.08
2021-11-01,당진태양광,2487.648
2021-11-02,당진태양광,3099.744
2021-11-03,당진태양광,2680.512
2021-11-04,당진태양광,2133.792
2021-11-05,당진태양광,3347.616
2021-11-06,당진태양광,3835.968
2021-11-07,당진태양광,3247.776
2021-11-08,당진태양광,965.472
2021-11-09,당진태양광,692.544
2021-11-10,당진태양광,790.176
2021-11-11,당진태양광,2965.344
2021-11-12,당진태양광,2463.552
2021-11-13,당진태양광,2345.088
2021-11-14,당진태양광,2533.248
2021-11-15,당진태양광,3064.608
2021-11-16,당진태양광,3655.008
2021-11-17,당진태양광,3430.464
2021-11-18,당진태양광,1934.88
2021-11-19,당진태양광,2125.536
2021-11-20,당진태양광,2240.16
2021-11-21,당진태양광,742.848
2021-11-22,당진태양광,1968.096
2021-11-23,당진태양광,743.136
2021-11-24,당진태양광,1623.168
2021-11-25,당진태양광,3372.576
2021-11-26,당진태양광,3618.24
2021-11-27,당진태양광,3847.008
2021-11-28,당진태양광,3258.24
2021-11-29,당진태양광,2445.504
2021-11-30,당진태양광,100.224
2021-12-01,당진태양광,2528.928
2021-12-02,당진태양광,2620.032
2021-12-03,당진태양광,3012.864
2021-12-04,당진태양광,1937.568
2021-12-05,당진태양광,3713.952
2021-12-06,당진태양광,3105.792
2021-12-07,당진태양광,2936.832
2021-12-08,당진태양광,3502.464
2021-12-09,당진태양광,1021.152
2021-12-10,당진태양광,1009.632
2021-12-11,당진태양광,1157.088
2021-12-12,당진태양광,2912.256
2021-12-13,당진태양광,3840.096
2021-12-14,당진태양광,638.592
2021-12-15,당진태양광,1210.56
2021-12-16,당진태양광,2307.936
2021-12-17,당진태양광,857.376
2021-12-18,당진태양광,1999.392
2021-12-19,당진태양광,3409.728
2021-12-20,당진태양광,2361.408
2021-12-21,당진태양광,2563.488
2021-12-22,당진태양광,3440.928
2021-12-23,당진태양광,2914.752
2021-12-24,당진태양광,58.656
2021-12-25,당진태양광,1815.36
2021-12-26,당진태양광,3248.832
2021-12-27,당진태양광,1625.568
2021-12-28,당진태양광,362.784
2021-12-29,당진태양광,1683.36
2021-12-30,당진태양광,1377.12
2021-12-31,당진태양광,4062.336
2022-01-01,당진태양광,3366.144
2022-01-02,당진태양광,2763.072
2022-01-03,당진태양광,2796.672
2022-01-04,당진태양광,3848.352
2022-01-05,당진태양광,1274.304
2022-01-06,당진태양광,3681.792
2022-01-07,당진태양광,3696.192
2022-01-08,당진태양광,1501.728
2022-01-09,당진태양광,2796.384
2022-01-10,당진태양광,1239.456
2022-01-11,당진태양광,3113.472
2022-01-12,당진태양광,3839.424
2022-01-13,당진태양광,2446.752
2022-01-14,당진태양광,4170.624
2022-01-15,당진태양광,996.768
2022-01-16,당진태양광,4208.16
2022-01-17,당진태양광,2514.432
2022-01-18,당진태양광,4251.36
2022-01-19,당진태양광,301.056
2022-01-20,당진태양광,3586.848
2022-01-21,당진태양광,4031.232
2022-01-22,당진태양광,1771.104
2022-01-23,당진태양광,2774.88
2022-01-24,당진태양광,2676.96
2022-01-25,당진태양광,588.288
2022-01-26,당진태양광,3487.104
2022-01-27,당진태양광,3929.952
2022-01-28,당진태양광,4423.488
2022-01-29,당진태양광,4450.368
2022-01-30,당진태양광,4482.432
2022-01-31,당진태양광,3397.344
2022-02-01,당진태양광,788.736
2022-02-02,당진태양광,3395.424
2022-02-03,당진태양광,4037.664
2022-02-04,당진태양광,3823.008
2022-02-05,당진태양광,2961.984
2022-02-06,당진태양광,4282.752
2022-02-07,당진태양광,2047.968
2022-02-08,당진태양광,4058.496
2022-02-09,당진태양광,3760.416
2022-02-10,당진태양광,4210.56
2022-02-11,당진태양광,3857.184
2022-02-12,당진태양광,4454.208
2022-02-13,당진태양광,2273.664
2022-02-14,당진태양광,2109.216
2022-02-15,당진태양광,2427.744
2022-02-16,당진태양광,4215.168
2022-02-17,당진태양광,4670.112
2022-02-18,당진태양광,4441.632
2022-02-19,당진태양광,2799.36
2022-02-20,당진태양광,5211.648
2022-02-21,당진태양광,4778.016
2022-02-22,당진태양광,4593.216
2022-02-23,당진태양광,5394.144
2022-02-24,당진태양광,5007.072
2022-02-25,당진태양광,2730.144
2022-02-26,당진태양광,2326.656
2022-02-27,당진태양광,5109.216
2022-02-28,당진태양광,3188.64
2022-03-01,당진태양광,2210.208
2022-03-02,당진태양광,5455.584
2022-03-03,당진태양광,5065.536
2022-03-04,당진태양광,3244.992
2022-03-05,당진태양광,5661.408
2022-03-06,당진태양광,5609.568
2022-03-07,당진태양광,4189.344
2022-03-08,당진태양광,4631.52
2022-03-09,당진태양광,4971.84
2022-03-10,당진태양광,3064.32
2022-03-11,당진태양광,2086.752
2022-03-12,당진태양광,2157.12
2022-03-13,당진태양광,713.472
2022-03-14,당진태양광,204.096
2022-03-15,당진태양광,4889.76
2022-03-16,당진태양광,4262.976
2022-03-17,당진태양광,1120.992
2022-03-18,당진태양광,1580.448
2022-03-19,당진태양광,1234.656
2022-03-20,당진태양광,4542.336
2022-03-21,당진태양광,3290.88
2022-03-22,당진태양광,5285.376
2022-03-23,당진태양광,1726.944
2022-03-24,당진태양광,2720.352
2022-03-25,당진태양광,1905.216
2022-03-26,당진태양광,2965.536
2022-03-27,당진태양광,5384.256
2022-03-28,당진태양광,5853.024
2022-03-29,당진태양광,5435.424
2022-03-30,당진태양광,1103.328
2022-03-31,당진태양광,3352.608
2022-04-01,당진태양광,5899.008
2022-04-02,당진태양광,5624.16
2022-04-03,당진태양광,5686.176
2022-04-04,당진태양광,5741.376
2022-04-05,당진태양광,4781.952
2022-04-06,당진태양광,4977.12
2022-04-07,당진태양광,5721.696
2022-04-08,당진태양광,5584.896
2022-04-09,당진태양광,5046.624
2022-04-10,당진태양광,5333.952
2022-04-11,당진태양광,4961.28
2022-04-12,당진태양광,3944.832
2022-04-13,당진태양광,202.272
2022-04-14,당진태양광,3738.432
2022-04-15,당진태양광,5597.568
2022-04-16,당진태양광,5771.136
2022-04-17,당진태양광,5591.616
2022-04-18,당진태양광,4810.08
2022-04-19,당진태양광,5549.952
2022-04-20,당진태양광,5629.632
2022-04-21,당진태양광,4455.072
2022-04-22,당진태양광,1624.032
2022-04-23,당진태양광,4515.744
2022-04-24,당진태양광,4786.752
2022-04-25,당진태양광,2241.696
2022-04-26,당진태양광,4869.888
2022-04-27,당진태양광,5496.288
2022-04-28,당진태양광,4475.424
2022-04-29,당진태양광,3584.448
2022-04-30,당진태양광,4349.376
2022-05-01,당진태양광,5651.616
2022-05-02,당진태양광,5769.216
2022-05-03,당진태양광,5667.936
2022-05-04,당진태양광,5532.48
2022-05-05,당진태양광,5641.536
2022-05-06,당진태양광,5440.704
2022-05-07,당진태양광,4864.128
2022-05-08,당진태양광,1777.92
2022-05-09,당진태양광,5596.032
2022-05-10,당진태양광,5256.96
2022-05-11,당진태양광,4418.784
2022-05-12,당진태양광,5429.184
2022-05-13,당진태양광,3761.28
2022-05-14,당진태양광,4764.768
2022-05-15,당진태양광,5791.008
2022-05-16,당진태양광,5583.648
2022-05-17,당진태양광,5290.848
2022-05-18,당진태양광,4570.176
2022-05-19,당진태양광,3801.792
2022-05-20,당진태양광,765.696
2022-05-25,당진태양광,0.384
2022-05-26,당진태양광,5690.88
2022-05-27,당진태양광,5724.768
2022-05-28,당진태양광,5331.936
2022-05-29,당진태양광,4399.104
2022-05-30,당진태양광,1773.216
2022-05-31,당진태양광,5279.712
2022-06-01,당진태양광,5554.08
2022-06-02,당진태양광,5328.864
2022-06-03,당진태양광,5022.816
2022-06-04,당진태양광,3513.792
2022-06-05,당진태양광,1459.2
2022-06-06,당진태양광,3774.816
2022-06-07,당진태양광,3252
2022-06-08,당진태양광,5123.616
2022-06-09,당진태양광,4246.272
2022-06-10,당진태양광,3126.72
2022-06-11,당진태양광,5166.432
2022-06-12,당진태양광,4139.328
2022-06-13,당진태양광,4763.04
2022-06-14,당진태양광,3219.072
2022-06-15,당진태양광,1838.784
2022-06-16,당진태양광,5445.12
2022-06-17,당진태양광,1574.016
2022-06-18,당진태양광,2544.96
2022-06-19,당진태양광,1582.464
2022-06-20,당진태양광,4768.512
2022-06-21,당진태양광,4960.992
2022-06-22,당진태양광,3550.176
2022-06-23,당진태양광,544.128
2022-06-24,당진태양광,2801.088
2022-06-25,당진태양광,3897.504
2022-06-26,당진태양광,2538.816
2022-06-27,당진태양광,866.688
2022-06-28,당진태양광,1036.8
2022-06-29,당진태양광,1026.528
2022-06-30,당진태양광,998.592
2021-06-01,당진화력수상태양광,4054.08
2021-06-02,당진화력수상태양광,4860.48
2021-06-03,당진화력수상태양광,701.76
2021-06-04,당진화력수상태양광,5560.32
2021-06-05,당진화력수상태양광,4327.68
2021-06-06,당진화력수상태양광,4928.64
2021-06-07,당진화력수상태양광,2988.48
2021-06-08,당진화력수상태양광,3491.52
2021-06-09,당진화력수상태양광,4892.16
2021-06-10,당진화력수상태양광,2518.08
2021-06-11,당진화력수상태양광,2808.96
2021-06-12,당진화력수상태양광,4983.36
2021-06-13,당진화력수상태양광,4890.24
2021-06-14,당진화력수상태양광,3796.8
2021-06-15,당진화력수상태양광,2073.6
2021-06-16,당진화력수상태양광,5067.84
2021-06-17,당진화력수상태양광,1273.92
2021-06-18,당진화력수상태양광,1147.2
2021-06-19,당진화력수상태양광,4968.96
2021-06-20,당진화력수상태양광,4588.8
2021-06-21,당진화력수상태양광,5334.72
2021-06-22,당진화력수상태양광,4174.08
2021-06-23,당진화력수상태양광,3714.24
2021-06-24,당진화력수상태양광,4681.92
2021-06-25,당진화력수상태양광,5121.6
2021-06-26,당진화력수상태양광,3070.08
2021-06-27,당진화력수상태양광,4982.4
2021-06-28,당진화력수상태양광,4799.04
2021-06-29,당진화력수상태양광,4679.04
2021-06-30,당진화력수상태양광,4367.04
2021-07-01,당진화력수상태양광,4420.8
2021-07-02,당진화력수상태양광,4345.92
2021-07-03,당진화력수상태양광,1359.36
2021-07-04,당진화력수상태양광,892.8
2021-07-05,당진화력수상태양광,2976.96
2021-07-06,당진화력수상태양광,2776.32
2021-07-07,당진화력수상태양광,1982.4
2021-07-08,당진화력수상태양광,4068.48
2021-07-09,당진화력수상태양광,4204.8
2021-07-10,당진화력수상태양광,3802.56
2021-07-11,당진화력수상태양광,1705.92
2021-07-12,당진화력수상태양광,3050.88
2021-07-13,당진화력수상태양광,2107.2
2021-07-14,당진화력수상태양광,4428.48
2021-07-15,당진화력수상태양광,5184
2021-07-16,당진화력수상태양광,4924.8
2021-07-17,당진화력수상태양광,4881.6
2021-07-18,당진화력수상태양광,4834.56
2021-07-19,당진화력수상태양광,3352.32
2021-07-20,당진화력수상태양광,4426.56
2021-07-21,당진화력수상태양광,5131.2
2021-07-22,당진화력수상태양광,4790.4
2021-07-23,당진화력수상태양광,5053.44
2021-07-24,당진화력수상태양광,4760.64
2021-07-25,당진화력수상태양광,4300.8
2021-07-26,당진화력수상태양광,4919.04
2021-07-27,당진화력수상태양광,4848
2021-07-28,당진화력수상태양광,4675.2
2021-07-29,당진화력수상태양광,4150.08
2021-07-30,당진화력수상태양광,3737.28
2021-07-31,당진화력수상태양광,4617.6
2021-08-01,당진화력수상태양광,929.28
2021-08-02,당진화력수상태양광,2175.36
2021-08-03,당진화력수상태양광,3826.56
2021-08-04,당진화력수상태양광,3972.48
2021-08-05,당진화력수상태양광,4874.88
2021-08-06,당진화력수상태양광,3454.08
2021-08-07,당진화력수상태양광,3973.44
2021-08-08,당진화력수상태양광,3766.08
2021-08-09,당진화력수상태양광,4619.52
2021-08-10,당진화력수상태양광,4974.72
2021-08-11,당진화력수상태양광,4574.4
2021-08-12,당진화력수상태양광,2633.28
2021-08-13,당진화력수상태양광,2080.32
2021-08-14,당진화력수상태양광,2818.56
2021-08-15,당진화력수상태양광,4853.76
2021-08-16,당진화력수상태양광,4388.16
2021-08-17,당진화력수상태양광,4694.4
2021-08-18,당진화력수상태양광,3775.68
2021-08-19,당진화력수상태양광,4390.08
2021-08-20,당진화력수상태양광,2975.04
2021-08-21,당진화력수상태양광,2157.12
2021-08-22,당진화력수상태양광,2335.68
2021-08-23,당진화력수상태양광,508.8
2021-08-24,당진화력수상태양광,1857.6
2021-08-25,당진화력수상태양광,2150.4
2021-08-26,당진화력수상태양광,1759.68
2021-08-27,당진화력수상태양광,602.88
2021-08-28,당진화력수상태양광,2498.88
2021-08-29,당진화력수상태양광,2618.88
2021-08-30,당진화력수상태양광,1637.76
2021-08-31,당진화력수상태양광,444.48
2021-09-01,당진화력수상태양광,718.08
2021-09-02,당진화력수상태양광,3464.64
2021-09-03,당진화력수상태양광,4839.36
2021-09-04,당진화력수상태양광,4461.12
2021-09-05,당진화력수상태양광,1756.8
2021-09-06,당진화력수상태양광,1333.44
2021-09-07,당진화력수상태양광,734.4
2021-09-08,당진화력수상태양광,4898.88
2021-09-09,당진화력수상태양광,4020.48
2021-09-10,당진화력수상태양광,4069.44
2021-09-11,당진화력수상태양광,4807.68
2021-09-12,당진화력수상태양광,4734.72
2021-09-13,당진화력수상태양광,4170.24
2021-09-14,당진화력수상태양광,3615.36
2021-09-15,당진화력수상태양광,4818.24
2021-09-16,당진화력수상태양광,3939.84
2021-09-17,당진화력수상태양광,3720
2021-09-18,당진화력수상태양광,4674.24
2021-09-19,당진화력수상태양광,3703.68
2021-09-20,당진화력수상태양광,3912.96
2021-09-21,당진화력수상태양광,2928.96
2021-09-22,당진화력수상태양광,4055.04
2021-09-23,당진화력수상태양광,4481.28
2021-09-24,당진화력수상태양광,4236.48
2021-09-25,당진화력수상태양광,1097.28
2021-09-26,당진화력수상태양광,3017.28
2021-09-27,당진화력수상태양광,2371.2
2021-09-28,당진화력수상태양광,1373.76
2021-09-29,당진화력수상태양광,694.08
2021-09-30,당진화력수상태양광,4433.28
2021-10-01,당진화력수상태양광,4210.56
2021-10-02,당진화력수상태양광,3989.76
2021-10-03,당진화력수상태양광,3724.8
2021-10-04,당진화력수상태양광,1195.2
2021-10-05,당진화력수상태양광,3632.64
2021-10-06,당진화력수상태양광,1878.72
2021-10-07,당진화력수상태양광,1307.52
2021-10-08,당진화력수상태양광,989.76
2021-10-09,당진화력수상태양광,3085.44
2021-10-10,당진화력수상태양광,923.52
2021-10-11,당진화력수상태양광,2718.72
2021-10-12,당진화력수상태양광,759.36
2021-10-13,당진화력수상태양광,3740.16
2021-10-14,당진화력수상태양광,3884.16
2021-10-15,당진화력수상태양광,1320.96
2021-10-16,당진화력수상태양광,1411.2
2021-10-17,당진화력수상태양광,4513.92
2021-10-18,당진화력수상태양광,3503.04
2021-10-19,당진화력수상태양광,3030.72
2021-10-20,당진화력수상태양광,4138.56
2021-10-21,당진화력수상태양광,3376.32
2021-10-22,당진화력수상태양광,3941.76
2021-10-23,당진화력수상태양광,3984
2021-10-24,당진화력수상태양광,3794.88
2021-10-25,당진화력수상태양광,3809.28
2021-10-26,당진화력수상태양광,2970.24
2021-10-27,당진화력수상태양광,3734.4
2021-10-28,당진화력수상태양광,3811.2
2021-10-29,당진화력수상태양광,3317.76
2021-10-30,당진화력수상태양광,2159.04
2021-10-31,당진화력수상태양광,1968
2021-11-01,당진화력수상태양광,2114.88
2021-11-02,당진화력수상태양광,2734.08
2021-11-03,당진화력수상태양광,2429.76
2021-11-04,당진화력수상태양광,2042.88
2021-11-05,당진화력수상태양광,2670.72
2021-11-06,당진화력수상태양광,3271.68
2021-11-07,당진화력수상태양광,2904.96
2021-11-08,당진화력수상태양광,933.12
2021-11-09,당진화력수상태양광,733.44
2021-11-10,당진화력수상태양광,845.76
2021-11-11,당진화력수상태양광,2432.64
2021-11-12,당진화력수상태양광,2133.12
2021-11-13,당진화력수상태양광,2007.36
2021-11-14,당진화력수상태양광,2213.76
2021-11-15,당진화력수상태양광,2743.68
2021-11-16,당진화력수상태양광,3026.88
2021-11-17,당진화력수상태양광,2920.32
2021-11-18,당진화력수상태양광,1862.4
2021-11-19,당진화력수상태양광,1941.12
2021-11-20,당진화력수상태양광,1874.88
2021-11-21,당진화력수상태양광,793.92
2021-11-22,당진화력수상태양광,1742.4
2021-11-23,당진화력수상태양광,772.8
2021-11-24,당진화력수상태양광,1390.08
2021-11-25,당진화력수상태양광,2719.68
2021-11-26,당진화력수상태양광,2850.24
2021-11-27,당진화력수상태양광,2922.24
2021-11-28,당진화력수상태양광,2595.84
2021-11-29,당진화력수상태양광,2102.4
2021-11-30,당진화력수상태양광,168.96
2021-12-01,당진화력수상태양광,2057.28
2021-12-02,당진화력수상태양광,2082.24
2021-12-03,당진화력수상태양광,2422.08
2021-12-04,당진화력수상태양광,1565.76
2021-12-05,당진화력수상태양광,2758.08
2021-12-06,당진화력수상태양광,2448
2021-12-07,당진화력수상태양광,2375.04
2021-12-08,당진화력수상태양광,2638.08
2021-12-09,당진화력수상태양광,1020.48
2021-12-10,당진화력수상태양광,1040.64
2021-12-11,당진화력수상태양광,1156.8
2021-12-12,당진화력수상태양광,2352.96
2021-12-13,당진화력수상태양광,2844.48
2021-12-14,당진화력수상태양광,630.72
2021-12-15,당진화력수상태양광,1155.84
2021-12-16,당진화력수상태양광,2010.24
2021-12-17,당진화력수상태양광,866.88
2021-12-18,당진화력수상태양광,1617.6
2021-12-19,당진화력수상태양광,2629.44
2021-12-20,당진화력수상태양광,2017.92
2021-12-21,당진화력수상태양광,2313.6
2021-12-22,당진화력수상태양광,2611.2
2021-12-23,당진화력수상태양광,2371.2
2021-12-24,당진화력수상태양광,217.92
2021-12-25,당진화력수상태양광,1802.88
2021-12-26,당진화력수상태양광,2793.6
2021-12-27,당진화력수상태양광,1336.32
2021-12-28,당진화력수상태양광,89.28
2021-12-29,당진화력수상태양광,1415.04
2021-12-30,당진화력수상태양광,1224
2021-12-31,당진화력수상태양광,2993.28
2022-01-01,당진화력수상태양광,2614.08
2022-01-02,당진화력수상태양광,2251.2
2022-01-03,당진화력수상태양광,2303.04
2022-01-04,당진화력수상태양광,2871.36
2022-01-05,당진화력수상태양광,1294.08
2022-01-06,당진화력수상태양광,2790.72
2022-01-07,당진화력수상태양광,2795.52
2022-01-08,당진화력수상태양광,1343.04
2022-01-09,당진화력수상태양광,2376
2022-01-10,당진화력수상태양광,1235.52
2022-01-11,당진화력수상태양광,2659.2
2022-01-12,당진화력수상태양광,3154.56
2022-01-13,당진화력수상태양광,2176.32
2022-01-14,당진화력수상태양광,3199.68
2022-01-15,당진화력수상태양광,1043.52
2022-01-16,당진화력수상태양광,3301.44
2022-01-17,당진화력수상태양광,2170.56
2022-01-18,당진화력수상태양광,3351.36
2022-01-19,당진화력수상태양광,305.28
2022-01-20,당진화력수상태양광,1533.12
2022-01-21,당진화력수상태양광,3297.6
2022-01-22,당진화력수상태양광,1745.28
2022-01-23,당진화력수상태양광,2489.28
2022-01-24,당진화력수상태양광,2414.4
2022-01-25,당진화력수상태양광,606.72
2022-01-26,당진화력수상태양광,3027.84
2022-01-27,당진화력수상태양광,3394.56
2022-01-28,당진화력수상태양광,3717.12
2022-01-29,당진화력수상태양광,3738.24
2022-01-30,당진화력수상태양광,3752.64
2022-01-31,당진화력수상태양광,3105.6
2022-02-01,당진화력수상태양광,74.88
2022-02-02,당진화력수상태양광,2476.8
2022-02-03,당진화력수상태양광,3442.56
2022-02-04,당진화력수상태양광,3478.08
2022-02-05,당진화력수상태양광,2868.48
2022-02-06,당진화력수상태양광,3790.08
2022-02-07,당진화력수상태양광,2069.76
2022-02-08,당진화력수상태양광,3481.92
2022-02-09,당진화력수상태양광,3527.04
2022-02-10,당진화력수상태양광,3724.8
2022-02-11,당진화력수상태양광,3408
2022-02-12,당진화력수상태양광,3855.36
2022-02-13,당진화력수상태양광,2204.16
2022-02-14,당진화력수상태양광,2105.28
2022-02-15,당진화력수상태양광,2424
2022-02-16,당진화력수상태양광,3939.84
2022-02-17,당진화력수상태양광,4538.88
2022-02-18,당진화력수상태양광,4150.08
2022-02-19,당진화력수상태양광,2598.72
2022-02-20,당진화력수상태양광,4764.48
2022-02-21,당진화력수상태양광,4272.96
2022-02-22,당진화력수상태양광,4312.32
2022-02-23,당진화력수상태양광,4905.6
2022-02-24,당진화력수상태양광,4496.64
2022-02-25,당진화력수상태양광,2687.04
2022-02-26,당진화력수상태양광,2280.96
2022-02-27,당진화력수상태양광,4618.56
2022-02-28,당진화력수상태양광,3117.12
2022-03-01,당진화력수상태양광,2106.24
2022-03-02,당진화력수상태양광,4940.16
2022-03-03,당진화력수상태양광,4710.72
2022-03-04,당진화력수상태양광,3192
2022-03-05,당진화력수상태양광,5155.2
2022-03-06,당진화력수상태양광,5186.88
2022-03-07,당진화력수상태양광,4076.16
2022-03-08,당진화력수상태양광,4347.84
2022-03-09,당진화력수상태양광,4597.44
2022-03-10,당진화력수상태양광,3020.16
2022-03-11,당진화력수상태양광,2144.64
2022-03-12,당진화력수상태양광,2150.4
2022-03-13,당진화력수상태양광,764.16
