,지역명,지역번호
61,완산구,2330429
62,완주군,2330428
63,우아동3가,33601833
64,익산시,223082
65,인화동1가,20412443
66,인후3동,20369823
67,인후동1가,20369803
68,인후동2가,20369813
69,임실군,223097
70,전동,3360173
71,전동3가,33601743
72,전주시,223078
73,정읍시,223080
74,조촌동,1789011
75,주현동,3360299
76,중노송동,2036970
77,중앙동1가,20371573
78,중앙동2가,33601653
79,중앙동3가,33601663
80,중앙동4가,33601673
81,중앙로2가,33602033
82,중화산1동,20369713
83,중화산2동,20369723
84,진북동,2331186
85,진안군,223084
86,창인동1가,33602943
87,태평동,2036983
88,팔복동1가,20370293
89,팔복동2가,20370303
90,팔복동3가,20370313
91,평화1동,20372073
92,평화2동,34304073
93,평화동2가,20369843
94,풍남동1가,20369853
95,풍남동3가,33601723
96,효자4동,20369783
97,효자동1가,20369753
98,효자동2가,20369763
99,효자동3가,20369773
0,가시리,3369264
1,가파리,3369228
2,감산리,3369254
3,강정동,1320262
4,건입동,2330463
5,구좌읍,224213
6,귀덕리,3369160
7,금능리,3369172
8,금등리,3369214
9,금성리,3369187
10,금악리,3369164
11,김녕리,3369200
12,남원읍,1318993
13,노형동,2330462
14,대륜동,3430606
15,대림리,3369162
16,대서리,3369220
17,대정읍,224214
18,대천동,3430604
19,대포동,1316545
20,대흘리,3369206
21,덕수리,3369256
22,덕천리,3369193
23,도남동,1316191
24,도두동,3430597
25,도두이동,1316331
26,도두일동,1820880
27,도련이동,1821293
28,도련일동,1316035
29,도순동,1316023
30,도평동,1316056
31,동광리,3369258
32,동명리,3369165
33,동복리,3369192
34,동일리,3369230
35,동홍동,2330459
36,두모리,3369216
37,법환동,1318167
38,보목동,1820821
39,보성리,3369231
40,봉개동,1606937
41,봉성리,3369188
42,북촌리,3369207
43,삼도1동,18213153
44,삼도2동,23304653
45,삼양동,3430595
46,삼양삼동,3369154
47,삼양이동,3369153
48,삼양일동,1317783
49,상모리,1606759
50,서귀동,1820822
51,서귀포시,224210
52,서호동,1606944
53,서홍동,1317163
54,성산읍,685
55,수원리,3369161
56,신효동,1317332
57,아라동,3430601
58,아라이동,3369155
59,아라일동,1321970
60,안덕면,2330461
61,안성리,3369226
62,애월리,3369183
63,애월읍,224211
64,어음리,3369185
65,연동,1820864
66,오라동,3430598
67,오라삼동,3369157
68,오라이동,3369156
69,오라일동,1821281
70,옹포리,3369167
71,외도동,3430600
72,용담1동,18213133
73,용담2동,23304643
74,용담삼동,1806450
75,이도1동,18212723
76,이도2동,23304663
77,이호이동,3369159
78,이호일동,1820875
79,일도1동,18212753
80,일도2동,23304673
81,제주시,224209
82,조천읍,1321564
83,중문동,1321160
84,창천리,3369253
85,천지동,1820820
86,청수리,3369211
87,추자면,2330469
88,토평동,1316053
89,표선면,2330460
90,하례리,1320823
91,하모리,3369225
92,하효동,1820825
93,한경면,1606768
94,한림리,3369163
95,한림읍,224212
96,호근동,1320738
97,화북동,3430596
98,화북이동,3369152
99,화북일동,1320658
0,계룡시,2330378
1,공주시,223143
2,교동,3358372
3,구성동,2007621
4,권곡동,2331260
5,금산군,223152
6,금산읍,2332391
7,금성동,2039539
8,논산시,223145
9,다가동,2331284
10,당진1동,34302243
11,당진2동,34302253
12,당진시,223184
13,대교동,3358891
14,대덕동,1316314
15,대산읍,2331256
16,대천1동,34302793
17,대천3동,23312683
18,대천4동,23312673
19,대천동,223144
20,대회리,3359933
21,대흥동,3358215
22,동남구,2330377
23,동대동,1316652
24,동문동,2007813
25,두정동,2007626
26,모종동,2007482
27,문화동,2007683
28,반양리,3358864
29,반월동,3358890
30,방축동,2007347
31,배방읍,2331265
32,백석동,2007580
33,보령시,2330375
34,봉명동,2331285
35,봉황동,3358371
36,부곡리,3359115
37,부대동,1318047
38,부성1동,34298783
39,부성2동,34298793
40,부여군,223154
41,부여읍,2332390
42,부적면,2331245
43,부창동,2331239
44,부춘동,3430238
45,북수리,3358643
46,불당동,3358306
47,사직동,2007696
48,산성동,2039907
49,서북구,2330379
50,서산시,223146
51,서천군,223156
52,석림동,1316960
53,성성동,2007684
54,성정동,2007685
55,성환읍,223160
56,성황동,3358216
57,송악읍,2331196
58,신방동,2331283
59,신부동,2007687
60,신안동,3430227
61,쌍용2동,20076913
62,쌍용동,2007690
63,쌍용동,3358220
64,아산시,223147
65,아인리,3359223
66,영성동,3358217
67,예산군,223158
68,예산읍,2332386
69,오룡동,3358218
70,옥룡동,2331277
71,온양3동,34302393
72,온양5동,34302413
73,온양6동,34302403
74,온천동,223199
75,용곡동,2007620
76,용화동,1315237
77,원성동,2007693
78,유량동,223141
79,읍내동,2007025
80,일봉동,3430236
81,장항읍,223149
82,중동,2039551
83,중학동,2039552
84,직산읍,223164
85,차암동,1321962
86,창소리,3359939
87,채운동,3359085
88,채운면,2331241
89,천안시,223148
90,청당동,2007616
91,청룡동,3430233
92,청수동,3358219
93,청양군,223159
94,취암동,2331240
95,태안군,2330380
96,태안읍,1316688
97,풍기동,2007488
98,홍성군,223151
99,홍성읍,2332387
0,가경동,2331375
1,감곡면,2331298
2,강내면,2331329
3,강서1동,34302553
4,강서동,2331372
5,강제동,2000026
6,개신동,3356904
7,괴산군,223129
8,교동,2331341
9,교현동,2331355
10,금가면,2331362
11,금구리,3357524
12,금천동,2331388
13,남문로1가,33568063
14,남문로2가,33568073
15,남주동,3356811
16,내덕동,2331393
17,단양군,223137
18,달천동,2331350
19,대동리,3357762
20,대성동,3356812
21,대소면,2331301
22,대소원면,2331367
23,덕산면,2331317
24,동현동,2331337
25,매하리,3357188
26,모충동,1319328
27,문화동,3356808
28,방서동,3356814
29,보은군,223122
30,보은읍,2332397
31,복대1동,34302523
32,복대2동,23313763
33,복대동,2331377
34,봉명1동,34302493
35,봉명2.송정동,23313733
36,봉명동,2331374
37,봉방동,2331349
38,북문로1가,33568033
39,북문로2가,33568043
40,북문로3가,33568053
41,북이면,2331328
42,분평동,2331369
43,비하동,1809097
44,사직동,2331384
45,사창동,2331382
46,사천동,3357001
47,상당구,2330374
48,서문동,3356810
49,서운동,3356809
50,서원구,3356902
51,석교동,2331395
52,성화.개신.죽림동,3430257
53,송정동,3356942
54,수곡동,2331380
55,수동,2331396
56,신봉동,3356941
57,안림동,1643423
58,영동,3356802
59,영동군,223120
60,영동읍,2332395
61,영운동,2331389
62,영천동,2001498
63,오송읍,1318607
64,옥천군,223132
65,옥천읍,2332396
66,용담동,1809091
67,용암1동,34302513
68,용암2동,23313853
69,용암동,2331387
70,우암동,2331394
71,운천동,2331381
72,율량.사천동,3430244
73,율량동,2331391
74,음성군,223119
75,음성읍,2332392
76,읍내리,3357789
77,의림동,2001337
78,장락동,2001113
79,제천시,223116
80,증평군,2330373
81,증평읍,1321136
82,지현동,2331353
83,진천군,223118
84,진천읍,2332394
85,창동리,3357764
86,청원구,2330372
87,청전동,2331340
88,청주시,223115
89,초중리,3357768
90,초평면,2331316
91,충의동,3357095
92,충인동,3357087
93,충주시,223117
94,칠금.금릉동,3430219
95,칠금동,2331348
96,탑동,2331390
97,향정동,3356957
98,화산동,1999932
99,흥덕구,223114
