73,37,68,89,59,48,26,35,25,87,86,74,52,88,55,66,47,58,57,41,69,86,91,90,79,27,42,84,72,71,52,88
18,19,20,21,22,23,24,25,26,27,28,29,30,31,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
8
-1,13,31
600
